"WorkstationGroupID","WorkstationID","TranID","BeginDateTime","OperatorID","Items"
8,19,1902131060192,"2019-02-13T05:37:55",269,"OperatorSignOn"
8,18,1902131060182,"2019-02-13T05:37:55",268,"OperatorSignOn"
8,17,1902131060172,"2019-02-13T05:38:43",267,"OperatorSignOn"
1,4,190213106042,"2019-02-13T07:01:26",332,"OperatorSignOn"
1,7,190213106072,"2019-02-13T07:01:57",10,"OperatorSignOn"
1,7,190213106074,"2019-02-13T07:02:16",10,"OperatorSignOff"
1,4,190213106047,"2019-02-13T07:03:54",332,"OperatorLock"
1,4,190213106048,"2019-02-13T07:05:52",332,"OperatorUnLock"
1,7,190213106076,"2019-02-13T07:32:51",114,"OperatorSignOn"
1,7,190213106079,"2019-02-13T07:35:12",114,"OperatorSignOff"
1,7,1902131060711,"2019-02-13T07:48:48",114,"OperatorSignOn"
1,5,190213106052,"2019-02-13T07:49:57",101,"OperatorSignOn"
1,5,190213106056,"2019-02-13T07:51:14",101,"OperatorLock"
1,5,190213106057,"2019-02-13T07:53:41",101,"OperatorUnLock"
1,4,1902131060459,"2019-02-13T07:54:12",332,"OperatorLock"
1,4,1902131060460,"2019-02-13T07:57:38",332,"OperatorUnLock"
1,21,1902131060212,"2019-02-13T07:58:46",338,"OperatorSignOn"
1,22,1902131060222,"2019-02-13T07:59:04",342,"OperatorSignOn"
1,7,1902131060715,"2019-02-13T08:00:08",114,"OperatorSignOff"
1,5,1902131060523,"2019-02-13T08:00:57",101,"OperatorLock"
1,21,1902131060217,"2019-02-13T08:01:49",338,"OperatorSignOff"
1,22,1902131060224,"2019-02-13T08:01:36",342,"OperatorLock"
1,4,1902131060465,"2019-02-13T08:03:36",332,"OperatorLock"
1,4,1902131060466,"2019-02-13T08:04:37",332,"OperatorUnLock"
1,22,1902131060225,"2019-02-13T08:05:03",342,"OperatorUnLock"
1,22,1902131060227,"2019-02-13T08:05:47",342,"OperatorLock"
1,22,1902131060228,"2019-02-13T08:08:22",342,"OperatorUnLock"
1,22,19021310602210,"2019-02-13T08:09:02",342,"OperatorLock"
