"WorkstationGroupID","WorkstationID","TranID","BeginDateTime","OperatorID","Items"
8,19,1903281060192,"2019-03-28T06:08:13",269,"OperatorSignOn"
8,18,1903281060182,"2019-03-28T06:09:13",268,"OperatorSignOn"
8,17,1903281060172,"2019-03-28T06:08:33",267,"OperatorSignOn"
1,4,190328106042,"2019-03-28T07:04:45",104,"OperatorSignOn"
1,6,190328106062,"2019-03-28T07:18:38",125,"OperatorSignOn"
1,7,190328106072,"2019-03-28T07:18:34",133,"OperatorSignOn"
1,2,190328106022,"2019-03-28T07:28:39",108,"OperatorSignOn"
1,3,190328106032,"2019-03-28T08:01:38",111,"OperatorSignOn"
1,20,1903281060202,"2019-03-28T08:05:15",10,"OperatorSignOn"
1,20,1903281060204,"2019-03-28T08:05:15",10,"OperatorSignOff"
1,11,1903281060112,"2019-03-28T08:09:22",119,"OperatorSignOn"
1,2,1903281060259,"2019-03-28T08:22:00",108,"OperatorSignOff"
1,2,1903281060261,"2019-03-28T08:22:34",108,"OperatorSignOn"
1,3,1903281060333,"2019-03-28T08:22:35",111,"OperatorSignOff"
1,2,1903281060265,"2019-03-28T08:23:07",108,"OperatorSignOff"
1,2,1903281060267,"2019-03-28T08:25:06",108,"OperatorSignOn"
1,6,1903281060673,"2019-03-28T08:28:45",125,"OperatorLock"
1,6,1903281060674,"2019-03-28T08:29:12",125,"OperatorUnLock"
1,11,19032810601130,"2019-03-28T08:32:48",119,"OperatorLock"
1,6,1903281060676,"2019-03-28T08:34:14",125,"OperatorSignOff"
1,11,19032810601131,"2019-03-28T08:34:01",119,"OperatorUnLock"
1,3,1903281060335,"2019-03-28T08:38:05",111,"OperatorSignOn"
1,11,19032810601139,"2019-03-28T08:39:50",119,"OperatorLock"
1,6,1903281060678,"2019-03-28T08:41:03",125,"OperatorSignOn"
1,11,19032810601140,"2019-03-28T08:40:39",119,"OperatorUnLock"
1,2,1903281060283,"2019-03-28T08:44:41",108,"OperatorSignOff"
1,2,1903281060285,"2019-03-28T08:45:52",108,"OperatorSignOn"
1,6,1903281060689,"2019-03-28T08:50:42",125,"OperatorLock"
1,11,19032810601153,"2019-03-28T08:50:23",119,"OperatorLock"
1,6,1903281060690,"2019-03-28T08:51:24",125,"OperatorUnLock"
1,11,19032810601154,"2019-03-28T08:51:43",119,"OperatorUnLock"
1,2,1903281060292,"2019-03-28T08:54:06",108,"OperatorSignOff"
1,11,19032810601157,"2019-03-28T08:53:39",119,"OperatorLock"
1,2,1903281060294,"2019-03-28T08:54:56",108,"OperatorSignOn"
1,11,19032810601158,"2019-03-28T08:54:18",119,"OperatorUnLock"
1,11,19032810601160,"2019-03-28T08:54:56",119,"OperatorLock"
1,2,1903281060297,"2019-03-28T08:56:03",108,"OperatorSignOff"
1,11,19032810601161,"2019-03-28T08:56:18",119,"OperatorUnLock"
1,2,1903281060299,"2019-03-28T09:00:12",108,"OperatorSignOn"
1,2,19032810602102,"2019-03-28T09:03:14",108,"OperatorSignOff"
1,2,19032810602104,"2019-03-28T09:04:22",108,"OperatorSignOn"
1,4,19032810604123,"2019-03-28T09:06:32",104,"OperatorSignOff"
1,5,190328106052,"2019-03-28T09:06:43",323,"OperatorSignOn"
1,5,190328106054,"2019-03-28T09:07:18",323,"OperatorSignOff"
1,4,19032810604125,"2019-03-28T09:07:38",323,"OperatorSignOn"
1,2,19032810602112,"2019-03-28T09:10:58",108,"OperatorSignOff"
1,2,19032810602114,"2019-03-28T09:11:36",108,"OperatorSignOn"
1,7,19032810607158,"2019-03-28T09:29:09",133,"OperatorLock"
1,7,19032810607159,"2019-03-28T09:32:27",133,"OperatorUnLock"
1,5,190328106056,"2019-03-28T09:42:18",104,"OperatorSignOn"
1,4,19032810604152,"2019-03-28T09:45:11",323,"OperatorLock"
1,4,19032810604153,"2019-03-28T09:45:35",323,"OperatorUnLock"
1,11,190328106011119,"2019-03-28T09:52:36",119,"OperatorLock"
1,11,190328106011120,"2019-03-28T09:53:16",119,"OperatorUnLock"
1,13,1903281060132,"2019-03-28T09:55:03",603,"OperatorSignOn"
1,13,1903281060136,"2019-03-28T09:55:37",603,"OperatorSignOff"
1,13,1903281060138,"2019-03-28T09:59:44",603,"OperatorSignOn"
1,8,190328106082,"2019-03-28T10:13:09",316,"OperatorSignOn"
1,4,19032810604177,"2019-03-28T10:14:39",323,"OperatorLock"
1,5,1903281060540,"2019-03-28T10:15:51",104,"OperatorSignOff"
1,4,19032810604178,"2019-03-28T10:15:57",323,"OperatorUnLock"
1,5,1903281060542,"2019-03-28T10:17:45",104,"OperatorSignOn"
1,13,19032810601325,"2019-03-28T10:19:08",603,"OperatorSignOff"
1,6,19032810606175,"2019-03-28T10:27:15",125,"OperatorLock"
1,6,19032810606176,"2019-03-28T10:27:41",125,"OperatorUnLock"
1,20,1903281060206,"2019-03-28T10:36:02",102,"OperatorSignOn"
1,1,190328106012,"2019-03-28T10:37:43",10,"OperatorSignOn"
1,1,190328106014,"2019-03-28T10:38:16",10,"OperatorSignOff"
1,21,1903281060212,"2019-03-28T10:39:56",385,"OperatorSignOn"
1,21,19032810602120,"2019-03-28T10:51:16",385,"OperatorSignOff"
1,8,1903281060843,"2019-03-28T10:55:19",316,"OperatorSignOff"
1,6,19032810606201,"2019-03-28T10:56:17",125,"OperatorLock"
1,6,19032810606202,"2019-03-28T10:56:35",125,"OperatorUnLock"
1,13,19032810601327,"2019-03-28T11:02:21",10,"OperatorSignOn"
1,13,19032810601329,"2019-03-28T11:02:35",10,"OperatorSignOff"
1,21,19032810602122,"2019-03-28T11:02:48",10,"OperatorSignOn"
1,21,19032810602124,"2019-03-28T11:03:09",10,"OperatorSignOff"
1,6,19032810606208,"2019-03-28T11:03:44",125,"OperatorSignOff"
1,6,19032810606210,"2019-03-28T11:04:09",603,"OperatorSignOn"
1,7,19032810607246,"2019-03-28T11:06:35",133,"OperatorSignOff"
1,7,19032810607248,"2019-03-28T11:07:00",385,"OperatorSignOn"
1,22,1903281060222,"2019-03-28T11:09:53",10,"OperatorSignOn"
1,22,1903281060224,"2019-03-28T11:10:17",10,"OperatorSignOff"
1,2,19032810602256,"2019-03-28T11:20:27",108,"OperatorSignOff"
1,13,19032810601331,"2019-03-28T11:38:01",125,"OperatorSignOn"
1,22,1903281060226,"2019-03-28T11:42:12",10,"OperatorSignOn"
1,22,1903281060228,"2019-03-28T11:42:33",10,"OperatorSignOff"
1,5,19032810605135,"2019-03-28T11:43:12",104,"OperatorSignOff"
1,5,19032810605137,"2019-03-28T11:44:04",133,"OperatorSignOn"
1,20,190328106020110,"2019-03-28T11:49:36",102,"OperatorLock"
1,20,190328106020111,"2019-03-28T11:49:59",102,"OperatorUnLock"
1,2,19032810602258,"2019-03-28T11:53:22",108,"OperatorSignOn"
1,2,19032810602260,"2019-03-28T11:53:38",108,"OperatorSignOff"
1,4,19032810604251,"2019-03-28T11:55:16",323,"OperatorSignOff"
1,4,19032810604253,"2019-03-28T11:55:43",108,"OperatorSignOn"
1,6,19032810606276,"2019-03-28T12:06:39",603,"OperatorLock"
1,8,1903281060845,"2019-03-28T12:06:28",316,"OperatorSignOn"
1,6,19032810606277,"2019-03-28T12:07:09",603,"OperatorUnLock"
1,22,19032810602210,"2019-03-28T12:15:06",10,"OperatorSignOn"
1,22,19032810602212,"2019-03-28T12:15:20",10,"OperatorSignOff"
1,3,19032810603268,"2019-03-28T12:17:15",111,"OperatorSignOff"
1,3,19032810603270,"2019-03-28T12:17:58",104,"OperatorSignOn"
1,20,190328106020157,"2019-03-28T12:23:00",102,"OperatorLock"
1,20,190328106020158,"2019-03-28T12:23:21",102,"OperatorUnLock"
1,2,19032810602262,"2019-03-28T12:29:49",323,"OperatorSignOn"
1,2,19032810602264,"2019-03-28T12:30:19",323,"OperatorSignOff"
1,7,19032810607338,"2019-03-28T12:31:41",385,"OperatorSignOff"
1,7,19032810607340,"2019-03-28T12:32:15",323,"OperatorSignOn"
1,6,19032810606314,"2019-03-28T12:34:09",603,"OperatorSignOff"
1,11,190328106011318,"2019-03-28T12:35:29",119,"OperatorSignOff"
1,11,190328106011320,"2019-03-28T12:36:03",603,"OperatorSignOn"
1,3,19032810603295,"2019-03-28T12:38:19",104,"OperatorSignOff"
1,3,19032810603297,"2019-03-28T12:39:27",104,"OperatorSignOn"
1,20,190328106020190,"2019-03-28T12:41:48",102,"OperatorSignOff"
1,22,19032810602214,"2019-03-28T12:42:59",10,"OperatorSignOn"
1,22,19032810602216,"2019-03-28T12:43:14",10,"OperatorSignOff"
1,12,1903281060122,"2019-03-28T12:48:09",10,"OperatorSignOn"
1,12,1903281060124,"2019-03-28T12:48:27",10,"OperatorSignOff"
1,11,190328106011334,"2019-03-28T12:49:01",603,"OperatorSignOff"
1,11,190328106011336,"2019-03-28T12:50:47",10,"OperatorSignOn"
1,11,190328106011338,"2019-03-28T12:50:55",10,"OperatorSignOff"
1,21,19032810602126,"2019-03-28T12:52:09",10,"OperatorSignOn"
1,21,19032810602128,"2019-03-28T12:52:23",10,"OperatorSignOff"
1,8,1903281060895,"2019-03-28T12:53:30",316,"OperatorSignOff"
1,8,1903281060897,"2019-03-28T12:54:53",111,"OperatorSignOn"
1,12,1903281060126,"2019-03-28T13:11:18",119,"OperatorSignOn"
1,5,19032810605276,"2019-03-28T13:36:53",133,"OperatorLock"
1,5,19032810605277,"2019-03-28T13:38:10",133,"OperatorUnLock"
1,3,19032810603398,"2019-03-28T14:03:40",104,"OperatorSignOff"
1,3,19032810603400,"2019-03-28T14:04:09",114,"OperatorSignOn"
1,4,19032810604395,"2019-03-28T14:04:28",108,"OperatorSignOff"
1,2,19032810602266,"2019-03-28T14:05:40",10,"OperatorSignOn"
1,2,19032810602268,"2019-03-28T14:05:55",10,"OperatorSignOff"
1,4,19032810604397,"2019-03-28T14:05:33",112,"OperatorSignOn"
1,5,19032810605304,"2019-03-28T14:06:00",133,"OperatorSignOff"
1,5,19032810605306,"2019-03-28T14:06:33",338,"OperatorSignOn"
1,4,19032810604402,"2019-03-28T14:09:29",112,"OperatorLock"
1,4,19032810604403,"2019-03-28T14:10:31",112,"OperatorUnLock"
1,3,19032810603430,"2019-03-28T14:23:01",114,"OperatorLock"
1,3,19032810603431,"2019-03-28T14:24:32",114,"OperatorUnLock"
1,3,19032810603434,"2019-03-28T14:26:21",114,"OperatorLock"
1,12,190328106012109,"2019-03-28T14:28:19",119,"OperatorLock"
1,13,190328106013186,"2019-03-28T14:29:48",125,"OperatorSignOff"
1,12,190328106012110,"2019-03-28T14:30:42",119,"OperatorUnLock"
1,3,19032810603435,"2019-03-28T14:31:37",114,"OperatorUnLock"
1,4,19032810604428,"2019-03-28T14:31:32",112,"OperatorLock"
1,4,19032810604429,"2019-03-28T14:36:06",112,"OperatorUnLock"
1,8,19032810608198,"2019-03-28T14:37:26",111,"OperatorSignOff"
1,13,190328106013188,"2019-03-28T14:45:22",125,"OperatorSignOn"
1,13,190328106013190,"2019-03-28T14:45:38",125,"OperatorSignOff"
1,8,19032810608200,"2019-03-28T14:50:11",111,"OperatorSignOn"
1,1,190328106016,"2019-03-28T14:52:17",10,"OperatorSignOn"
1,1,190328106018,"2019-03-28T14:52:33",10,"OperatorSignOff"
1,23,1903281060232,"2019-03-28T14:52:32",10,"OperatorSignOn"
1,23,1903281060234,"2019-03-28T14:53:19",10,"OperatorSignOff"
1,7,19032810607457,"2019-03-28T14:57:50",323,"OperatorSignOff"
1,7,19032810607459,"2019-03-28T14:58:20",120,"OperatorSignOn"
1,2,19032810602270,"2019-03-28T15:03:16",303,"OperatorSignOn"
1,12,190328106012147,"2019-03-28T15:08:03",119,"OperatorSignOff"
1,12,190328106012149,"2019-03-28T15:13:31",119,"OperatorSignOn"
1,4,19032810604475,"2019-03-28T15:26:47",112,"OperatorLock"
1,8,19032810608245,"2019-03-28T15:35:30",111,"OperatorSignOff"
1,4,19032810604476,"2019-03-28T15:36:08",112,"OperatorUnLock"
1,8,19032810608247,"2019-03-28T15:40:43",10,"OperatorSignOn"
1,8,19032810608249,"2019-03-28T15:41:03",10,"OperatorSignOff"
1,7,19032810607519,"2019-03-28T15:53:51",120,"OperatorLock"
1,7,19032810607520,"2019-03-28T16:03:32",120,"OperatorUnLock"
1,6,19032810606316,"2019-03-28T16:04:29",105,"OperatorSignOn"
1,12,190328106012202,"2019-03-28T16:04:54",119,"OperatorSignOff"
1,12,190328106012204,"2019-03-28T16:05:24",119,"OperatorSignOn"
1,12,190328106012206,"2019-03-28T16:05:42",119,"OperatorSignOff"
1,4,19032810604517,"2019-03-28T16:16:19",112,"OperatorLock"
1,4,19032810604518,"2019-03-28T16:17:37",112,"OperatorUnLock"
1,3,19032810603571,"2019-03-28T16:28:05",114,"OperatorSignOff"
1,6,19032810606353,"2019-03-28T16:28:58",105,"OperatorLock"
1,6,19032810606354,"2019-03-28T16:48:53",105,"OperatorUnLock"
1,20,190328106020192,"2019-03-28T16:54:33",600,"OperatorSignOn"
1,13,190328106013192,"2019-03-28T16:55:45",143,"OperatorSignOn"
1,3,19032810603573,"2019-03-28T17:00:21",114,"OperatorSignOn"
1,13,190328106013207,"2019-03-28T17:04:37",143,"OperatorLock"
1,5,19032810605493,"2019-03-28T17:08:22",338,"OperatorSignOff"
1,6,19032810606387,"2019-03-28T17:09:19",105,"OperatorLock"
1,2,19032810602412,"2019-03-28T17:11:49",303,"OperatorSignOff"
1,5,19032810605495,"2019-03-28T17:12:45",338,"OperatorSignOn"
1,3,19032810603586,"2019-03-28T17:13:27",114,"OperatorSignOff"
1,4,19032810604574,"2019-03-28T17:14:40",112,"OperatorSignOff"
1,4,19032810604576,"2019-03-28T17:15:09",114,"OperatorSignOn"
1,4,19032810604579,"2019-03-28T17:15:29",114,"OperatorSignOff"
1,4,19032810604581,"2019-03-28T17:15:50",114,"OperatorSignOn"
1,4,19032810604583,"2019-03-28T17:16:07",114,"OperatorSignOff"
1,4,19032810604585,"2019-03-28T17:16:57",114,"OperatorSignOn"
1,13,190328106013208,"2019-03-28T17:28:24",143,"OperatorUnLock"
1,6,19032810606388,"2019-03-28T17:42:44",105,"OperatorUnLock"
1,2,19032810602414,"2019-03-28T17:44:12",303,"OperatorSignOn"
1,13,190328106013250,"2019-03-28T17:53:15",143,"OperatorLock"
1,20,190328106020260,"2019-03-28T17:54:11",600,"OperatorSignOff"
1,6,19032810606416,"2019-03-28T18:01:02",105,"OperatorLock"
1,7,19032810607659,"2019-03-28T18:02:01",120,"OperatorLock"
1,3,19032810603588,"2019-03-28T18:12:00",112,"OperatorSignOn"
1,13,190328106013251,"2019-03-28T18:17:04",143,"OperatorUnLock"
1,6,19032810606417,"2019-03-28T18:17:58",105,"OperatorUnLock"
1,7,19032810607660,"2019-03-28T18:42:42",120,"OperatorUnLock"
1,3,19032810603624,"2019-03-28T18:43:23",112,"OperatorLock"
1,8,19032810608251,"2019-03-28T18:43:17",601,"OperatorSignOn"
1,3,19032810603625,"2019-03-28T18:44:13",112,"OperatorUnLock"
1,20,190328106020262,"2019-03-28T18:52:13",145,"OperatorSignOn"
1,8,19032810608262,"2019-03-28T18:52:40",601,"OperatorSignOff"
1,23,1903281060236,"2019-03-28T18:53:45",10,"OperatorSignOn"
1,23,1903281060238,"2019-03-28T18:53:59",10,"OperatorSignOff"
1,3,19032810603637,"2019-03-28T18:55:37",112,"OperatorLock"
1,6,19032810606465,"2019-03-28T18:56:26",105,"OperatorLock"
1,13,190328106013292,"2019-03-28T18:57:20",143,"OperatorLock"
1,8,19032810608264,"2019-03-28T19:06:51",601,"OperatorSignOn"
1,8,19032810608268,"2019-03-28T19:07:44",601,"OperatorSignOff"
1,20,190328106020299,"2019-03-28T19:18:59",145,"OperatorSignOff"
1,5,19032810605665,"2019-03-28T19:26:10",338,"OperatorLock"
1,5,19032810605666,"2019-03-28T19:26:15",338,"OperatorUnLock"
1,20,190328106020301,"2019-03-28T19:29:00",145,"OperatorSignOn"
1,5,19032810605676,"2019-03-28T19:33:57",338,"OperatorSignOff"
1,6,19032810606466,"2019-03-28T19:34:32",105,"OperatorUnLock"
1,6,19032810606487,"2019-03-28T19:53:15",105,"OperatorLock"
1,2,19032810602553,"2019-03-28T19:58:51",303,"OperatorLock"
1,2,19032810602554,"2019-03-28T20:00:24",303,"OperatorUnLock"
1,6,19032810606488,"2019-03-28T20:01:48",105,"OperatorUnLock"
1,6,19032810606490,"2019-03-28T20:02:04",105,"OperatorLock"
1,5,19032810605678,"2019-03-28T20:02:09",10,"OperatorSignOn"
1,5,19032810605680,"2019-03-28T20:02:23",10,"OperatorSignOff"
1,13,190328106013293,"2019-03-28T20:02:36",143,"OperatorUnLock"
1,13,190328106013295,"2019-03-28T20:02:56",143,"OperatorLock"
1,3,19032810603638,"2019-03-28T20:03:37",112,"OperatorUnLock"
1,3,19032810603640,"2019-03-28T20:04:08",112,"OperatorLock"
1,8,19032810608270,"2019-03-28T20:05:46",10,"OperatorSignOn"
1,8,19032810608272,"2019-03-28T20:05:59",10,"OperatorSignOff"
1,5,19032810605682,"2019-03-28T20:08:21",338,"OperatorSignOn"
1,2,19032810602565,"2019-03-28T20:20:18",303,"OperatorLock"
1,7,19032810607785,"2019-03-28T20:29:20",120,"OperatorLock"
1,6,19032810606491,"2019-03-28T20:32:58",105,"OperatorUnLock"
1,6,19032810606492,"2019-03-28T20:33:04",105,"OperatorSignOff"
1,5,19032810605714,"2019-03-28T20:35:39",338,"OperatorLock"
1,5,19032810605715,"2019-03-28T20:36:15",338,"OperatorUnLock"
1,20,190328106020378,"2019-03-28T20:36:43",145,"OperatorSignOff"
8,18,190328106018452,"2019-03-28T21:17:00",268,"OperatorSignOff"
8,19,190328106019483,"2019-03-28T21:17:25",269,"OperatorSignOff"
8,17,190328106017440,"2019-03-28T21:19:02",267,"OperatorSignOff"
1,13,190328106013296,"2019-03-28T21:19:56",143,"OperatorUnLock"
1,13,190328106013297,"2019-03-28T21:20:02",143,"OperatorSignOff"
1,2,19032810602566,"2019-03-28T21:21:09",303,"OperatorUnLock"
1,2,19032810602567,"2019-03-28T21:21:15",303,"OperatorSignOff"
1,7,19032810607786,"2019-03-28T21:26:20",120,"OperatorUnLock"
1,7,19032810607792,"2019-03-28T21:28:41",120,"OperatorSignOff"
1,7,19032810607794,"2019-03-28T21:36:33",10,"OperatorSignOn"
1,7,19032810607796,"2019-03-28T21:36:47",10,"OperatorSignOff"
1,13,190328106013299,"2019-03-28T21:38:54",10,"OperatorSignOn"
1,13,190328106013301,"2019-03-28T21:39:15",10,"OperatorSignOff"
1,3,19032810603641,"2019-03-28T21:44:34",112,"OperatorUnLock"
1,3,19032810603642,"2019-03-28T21:44:40",112,"OperatorSignOff"
1,4,19032810604909,"2019-03-28T21:51:49",114,"OperatorLock"
1,4,19032810604910,"2019-03-28T21:52:27",114,"OperatorUnLock"
1,4,19032810604921,"2019-03-28T21:57:34",114,"OperatorLock"
1,5,19032810605813,"2019-03-28T21:58:08",338,"OperatorSignOff"
1,4,19032810604922,"2019-03-28T21:58:02",114,"OperatorUnLock"
1,4,19032810604929,"2019-03-28T22:06:07",114,"OperatorSignOff"
1,4,19032810604931,"2019-03-28T22:06:46",114,"OperatorSignOn"
